rebalance_date,ticker,factor_id,bucket,factor_value,bucket_forward_return_20d,bucket_forward_return_60d
20241231,000973,F03,LOW,-0.5143,-0.013468,0.127946
20241231,001336,F03,LOW,-0.5102,0.084187,0.103527
20241231,000159,F03,LOW,-0.5061,-0.096667,-0.091667
20241231,000062,F03,LOW,-0.5041,-0.034821,0.069643
20241231,000702,F03,LOW,-0.5,0.082956,0.030166
20241231,000590,F03,LOW,-0.4898,-0.019691,0.253165
20241231,001229,F03,LOW,-0.4898,0.02379,-0.095998
20241231,001259,F03,LOW,-0.4796,0.076389,0.018056
20241231,000428,F03,LOW,-0.4735,-0.03125,0.025
20241231,000680,F03,LOW,-0.4694,-0.048454,-0.104124
20241231,000978,F03,LOW,-0.4673,-0.016556,0.081126
20241231,000045,F03,LOW,-0.4653,-0.008467,0.055503
20241231,000548,F03,LOW,-0.4592,0.015534,0.021359
20241231,000020,F03,LOW,-0.4571,0.065217,-0.021739
20241231,000599,F03,LOW,-0.4429,-0.006757,0.081081
20241231,001239,F03,LOW,-0.4388,-0.006135,0.019087
20241231,000055,F03,LOW,-0.4286,0.002538,0.048223
20241231,000691,F03,LOW,-0.4286,-0.137026,-0.148688
20241231,000570,F03,LOW,-0.4245,-0.021611,0.086444
20241231,000796,F03,LOW,-0.4082,-0.11358,-0.019753
20241231,000638,F03,LOW,-0.4041,0.060086,0.070815
20241231,000722,F03,LOW,-0.4041,-0.020106,0.182011
20241231,000545,F03,LOW,-0.4,-0.03211,0.009174
20241231,000663,F03,LOW,-0.3939,-0.022222,0.055556
20241231,000066,F03,LOW,-0.3898,-0.023336,-0.029513
20241231,000509,F03,LOW,-0.3857,-0.018018,-0.036036
20241231,000912,F03,LOW,-0.3857,0.009132,0.086758
20241231,000795,F03,LOW,-0.3755,0.267215,0.150051
20241231,000426,F03,LOW,-0.3612,0.160072,0.194245
20241231,000571,F03,LOW,-0.3612,0.011396,0.213675
20241231,000586,F03,LOW,-0.3592,0.023158,-0.02
20241231,000572,F03,LOW,-0.3531,-0.014354,-0.045455
20241231,001209,F03,LOW,-0.3531,-0.05044,-0.043402
20241231,000821,F03,LOW,-0.3429,0.016064,-0.012048
20241231,000713,F03,LOW,-0.3408,0.058156,0.041135
20241231,000547,F03,LOW,-0.3388,-0.032832,-0.004104
20241231,000892,F03,LOW,-0.3388,0.018405,0.104294
20241231,000576,F03,LOW,-0.3265,0.027548,0.006887
20241231,000957,F03,LOW,-0.3265,0.080909,0.007273
20241231,000623,F03,LOW,-0.3224,-0.033584,-0.024899
20241231,000661,F03,LOW,-0.3224,-0.04284,0.02494
20241231,001300,F03,LOW,-0.3224,0.030408,0.053866
20241231,000931,F03,LOW,-0.3163,-0.02521,0.039916
20241231,000595,F03,LOW,-0.3082,-0.160938,-0.135938
20241231,000750,F03,LOW,-0.3041,-0.037383,-0.053738
20241231,000017,F03,LOW,-0.3,-0.017241,0.058621
20241231,000695,F03,LOW,-0.3,-0.074396,-0.035749
20241231,000688,F03,LOW,-0.2939,0.041211,-0.009251
20241231,000088,F03,LOW,-0.2898,-0.032854,-0.00616
20241231,000901,F03,LOW,-0.2898,-0.007293,0.000912
20241231,001298,F03,LOW,-0.2898,0.012375,0.021158
20241231,000568,F03,LOW,-0.2837,-0.08746,0.058946
20241231,000735,F03,LOW,-0.2796,-0.066066,-0.072072
20241231,000980,F03,LOW,-0.2755,-0.083682,-0.07113
20241231,000078,F03,LOW,-0.2694,-0.047059,-0.027451
20241231,000910,F03,LOW,-0.2694,-0.081321,0.01906
20241231,000955,F03,LOW,-0.2694,-0.002415,0.009662
20241231,000521,F03,LOW,-0.2673,-0.030637,-0.039216
20241231,000551,F03,LOW,-0.2633,0.0,0.030936
20241231,000567,F03,LOW,-0.2612,-0.114202,-0.14202
20241231,000712,F03,LOW,-0.2612,-0.126323,-0.167989
20241231,000633,F03,LOW,-0.2531,0.072235,0.133183
20241231,000153,F03,LOW,-0.2429,-0.014682,0.047308
20241231,000767,F03,LOW,-0.2429,0.0,0.075099
20241231,000155,F03,LOW,-0.2408,0.05618,0.064607
20241231,000727,F03,LOW,-0.2388,-0.003597,-0.032374
20241231,000510,F03,LOW,-0.2367,0.005556,0.141667
20241231,000737,F03,LOW,-0.2347,0.220513,0.283333
20241231,001227,F03,LOW,-0.2306,-0.03252,-0.036585
20241231,000731,F03,LOW,-0.2224,-0.009537,-0.004087
20241231,001206,F03,LOW,-0.2184,0.23291,0.143376
20241231,001324,F03,LOW,-0.2184,0.046145,0.075935
20241231,000655,F03,LOW,-0.2163,0.022764,0.107317
20241231,000958,F03,LOW,-0.2143,-0.057785,0.229535
20241231,000716,F03,LOW,-0.2122,0.001453,-0.063953
20241231,000868,F03,LOW,-0.2102,0.180392,0.223529
20241231,000596,F03,LOW,-0.2082,-0.10629,0.006751
20241231,000963,F03,LOW,-0.2,0.00896,0.119942
20241231,001338,F03,LOW,-0.2,-0.03125,0.079044
20241231,000612,F03,LOW,-0.198,0.130841,0.038941
20241231,000928,F03,LOW,-0.198,-0.009419,0.010989
20241231,001216,F03,LOW,-0.1939,-0.001569,0.058824
20241231,000006,F03,LOW,-0.1898,-0.06694,-0.047814
20241231,000906,F03,LOW,-0.1898,-0.104545,-0.063636
20241231,000010,F03,LOW,-0.1816,0.032028,0.003559
20241231,000004,F03,LOW,-0.1796,-0.141618,-0.290462
20241231,000677,F03,LOW,-0.1796,-0.026829,0.036585
20241231,000009,F03,LOW,-0.1735,-0.071038,-0.106011
20241231,000417,F03,LOW,-0.1694,-0.147335,-0.117555
20241231,000158,F03,LOW,-0.1673,0.011917,0.059583
20241231,000701,F03,LOW,-0.1673,0.032823,0.04814
20241231,001299,F03,LOW,-0.1673,0.020096,0.163987
20241231,000788,F03,LOW,-0.1633,0.0,0.013333
20241231,000975,F03,LOW,-0.1633,0.128822,0.186727
20241231,000890,F03,LOW,-0.1592,0.018927,0.031546
20241231,000503,F03,LOW,-0.1571,-0.013661,0.056466
20241231,000751,F03,LOW,-0.1571,0.010676,0.046263
20241231,000962,F03,LOW,-0.1551,0.078102,0.148905
20241231,000504,F03,LOW,-0.1531,0.086228,0.197605
20241231,000593,F03,LOW,-0.151,0.007339,0.012844
20241231,000635,F03,LOW,-0.151,0.0,0.052699
20241231,000826,F03,LOW,-0.151,-0.06,-0.09
20241231,000519,F03,LOW,-0.149,-0.007612,0.166782
20241231,000692,F03,LOW,-0.149,-0.022923,-0.034384
20241231,000833,F03,LOW,-0.149,0.027265,0.01847
20241231,000838,F03,LOW,-0.1469,-0.126354,-0.129964
20241231,001203,F03,LOW,-0.1469,-0.017321,0.011547
20241231,000564,F03,LOW,-0.1449,-0.231884,-0.197101
20241231,000753,F03,LOW,-0.1449,-0.039535,0.283721
20241231,000993,F03,LOW,-0.1449,0.007186,0.126946
20241231,000301,F03,LOW,-0.1429,0.058465,-0.003654
20241231,000686,F03,LOW,-0.1429,-0.017632,0.006297
20241231,000799,F03,LOW,-0.1429,-0.200288,-0.145271
20241231,000828,F03,LOW,-0.1408,-0.057063,-0.033676
20241231,000965,F03,LOW,-0.1408,-0.04,0.02
20241231,000065,F03,LOW,-0.1388,-0.013292,0.093047
20241231,000825,F03,LOW,-0.1388,-0.031609,0.014368
20241231,001278,F03,LOW,-0.1367,0.011692,0.011692
20241231,000419,F03,LOW,-0.1347,-0.052539,0.015762
20241231,000761,F03,LOW,-0.1347,-0.0625,0.18125
20241231,001208,F03,LOW,-0.1327,0.05837,0.187225
20241231,000608,F03,LOW,-0.1306,-0.057778,-0.248889
20241231,000559,F03,LOW,-0.1286,0.029268,0.255285
20241231,000425,F03,LOW,-0.1265,-0.070618,0.088272
20241231,000531,F03,LOW,-0.1265,0.071181,0.112847
20241231,000532,F03,LOW,-0.1245,0.340152,0.168182
20241231,001255,F03,LOW,-0.1245,0.067629,-0.038042
20241231,001311,F03,LOW,-0.1245,0.034509,0.081039
20241231,000514,F03,LOW,-0.1224,-0.03163,-0.034063
20241231,000650,F03,LOW,-0.1224,-0.019097,-0.022569
20241231,001228,F03,LOW,-0.1224,0.037718,0.065764
20241231,000090,F03,LOW,-0.1143,-0.051095,-0.06326
20241231,000652,F03,LOW,-0.1143,-0.065217,-0.057971
20241231,000837,F03,LOW,-0.1102,0.202899,0.544036
20241231,000919,F03,LOW,-0.1082,-0.009119,0.039514
20241231,001225,F03,LOW,-0.1061,0.042079,0.005569
20241231,000875,F03,LOW,-0.1041,-0.013308,0.026616
20241231,000632,F03,LOW,-0.102,-0.035422,-0.087193
20241231,000926,F03,LOW,-0.102,-0.12549,-0.086275
20241231,000404,F03,LOW,-0.1,-0.010811,0.010811
20241231,001236,F03,LOW,-0.098,0.006224,0.036307
20241231,001333,F03,MID,-0.098,0.030618,0.358174
20241231,000972,F03,MID,-0.0959,0.278571,0.121429
20241231,000505,F03,MID,-0.0878,-0.042208,0.001623
20241231,000698,F03,MID,-0.0878,-0.029674,0.014837
20241231,001317,F03,MID,-0.0857,0.023046,0.272596
20241231,000733,F03,MID,-0.0816,-0.002371,0.378468
20241231,000952,F03,MID,-0.0816,-0.095469,-0.074434
20241231,000782,F03,MID,-0.0796,-0.030702,0.118421
20241231,000068,F03,MID,-0.0755,0.032836,0.062687
20241231,000831,F03,MID,-0.0755,0.080927,0.162923
20241231,000422,F03,MID,-0.0735,-0.046751,0.030111
20241231,000903,F03,MID,-0.0735,-0.209302,-0.031977
20241231,001330,F03,MID,-0.0735,-0.171289,-0.25938
20241231,000636,F03,MID,-0.0694,0.053659,-0.010453
20241231,000657,F03,MID,-0.0673,0.064061,0.080347
20241231,000030,F03,MID,-0.0653,0.02924,0.122807
20241231,000036,F03,MID,-0.0653,-0.022059,-0.056373
20241231,000668,F03,MID,-0.0653,-0.080871,-0.202177
20241231,000705,F03,MID,-0.0633,-0.026549,0.036662
20241231,000966,F03,MID,-0.0633,-0.067368,0.021053
20241231,000738,F03,MID,-0.0612,-0.10027,-0.169514
20241231,001231,F03,MID,-0.0612,0.036549,0.038945
20241231,000917,F03,MID,-0.0531,0.048091,0.103253
20241231,001326,F03,MID,-0.0531,-0.03138,-0.034636
20241231,000070,F03,MID,-0.051,-0.003478,0.02087
20241231,000829,F03,MID,-0.051,-0.194234,-0.189681
20241231,000932,F03,MID,-0.051,0.038278,0.248804
20241231,000402,F03,MID,-0.0449,-0.06135,-0.125767
20241231,000700,F03,MID,-0.0449,0.007123,0.081197
20241231,000935,F03,MID,-0.0449,-0.053867,0.108425
20241231,000061,F03,MID,-0.0408,-0.042796,-0.057061
20241231,000862,F03,MID,-0.0408,-0.008097,0.129555
20241231,000937,F03,MID,-0.0347,-0.060127,-0.053797
20241231,000539,F03,MID,-0.0327,-0.011038,0.033113
20241231,000822,F03,MID,-0.0327,-0.089789,0.117958
20241231,000877,F03,MID,-0.0286,-0.05477,0.024735
20241231,000039,F03,MID,-0.0265,0.02574,0.078507
20241231,000953,F03,MID,-0.0265,-0.0322,0.064401
20241231,000546,F03,MID,-0.0245,-0.032454,-0.077079
20241231,000517,F03,MID,-0.0224,-0.134529,-0.116592
20241231,000516,F03,MID,-0.0184,-0.032197,0.060606
20241231,000639,F03,MID,-0.0184,-0.147222,-0.225
20241231,001279,F03,MID,-0.0184,-0.038667,-0.041342
20241231,000881,F03,MID,-0.0143,-0.04502,-0.032742
20241231,000911,F03,MID,-0.0143,-0.018056,0.029167
20241231,000042,F03,MID,-0.0102,0.12528,0.447427
20241231,000803,F03,MID,-0.0102,-0.007797,0.074074
20241231,001211,F03,MID,-0.0102,0.168041,0.132474
20241231,000541,F03,MID,-0.0082,-0.016129,0.085484
20241231,000637,F03,MID,-0.0061,0.0,-0.064516
20241231,000736,F03,MID,-0.0061,-0.25,-0.381395
20241231,000002,F03,MID,-0.002,-0.033058,-0.016529
20241231,000001,F03,MID,0.0,-0.02906,-0.030769
20241231,000007,F03,MID,0.0,-0.004267,-0.118065
20241231,000008,F03,MID,0.0,-0.07931,-0.031034
20241231,000012,F03,MID,0.0,-0.060606,-0.047348
20241231,000014,F03,MID,0.0,-0.086442,-0.006369
20241231,000021,F03,MID,0.0,0.058762,-0.029381
20241231,000058,F03,MID,0.0,-0.007472,0.03736
20241231,000059,F03,MID,0.0,-0.08142,0.052192
20241231,000089,F03,MID,0.0,-0.01016,-0.007257
20241231,000099,F03,MID,0.0,-0.051593,-0.119499
20241231,000157,F03,MID,0.0,-0.035961,0.04426
20241231,000403,F03,MID,0.0,0.029342,0.036914
20241231,000410,F03,MID,0.0,-0.056259,0.02391
20241231,000420,F03,MID,0.0,-0.027701,0.036011
20241231,000488,F03,MID,0.0,-0.183607,-0.406557
20241231,000498,F03,MID,0.0,-0.055462,0.005042
20241231,000507,F03,MID,0.0,-0.02549,0.02549
20241231,000524,F03,MID,0.0,-0.018595,0.424587
20241231,000526,F03,MID,0.0,0.086543,0.206372
20241231,000550,F03,MID,0.0,-0.01322,-0.053305
20241231,000552,F03,MID,0.0,-0.054545,-0.072727
20241231,000554,F03,MID,0.0,0.001684,0.037037
20241231,000557,F03,MID,0.0,-0.001927,0.069364
20241231,000560,F03,MID,0.0,0.019672,0.016393
20241231,000563,F03,MID,0.0,0.016854,-0.011236
20241231,000565,F03,MID,0.0,0.001848,-0.001848
20241231,000582,F03,MID,0.0,0.063452,0.152284
20241231,000592,F03,MID,0.0,-0.013937,0.066202
20241231,000597,F03,MID,0.0,-0.032258,0.085389
20241231,000601,F03,MID,0.0,0.012315,0.46798
20241231,000603,F03,MID,0.0,0.169308,0.249374
20241231,000626,F03,MID,0.0,0.022609,-0.057391
20241231,000630,F03,MID,0.0,0.03096,0.037152
20241231,000631,F03,MID,0.0,0.030612,-0.017007
20241231,000659,F03,MID,0.0,-0.085106,0.109929
20241231,000681,F03,MID,0.0,0.229587,-0.001921
20241231,000685,F03,MID,0.0,-0.056338,-0.027086
20241231,000690,F03,MID,0.0,-0.055804,-0.060268
20241231,000697,F03,MID,0.0,-0.129105,-0.097395
20241231,000708,F03,MID,0.0,0.003506,0.092901
20241231,000710,F03,MID,0.0,0.031953,0.617751
20241231,000711,F03,MID,0.0,0.080745,0.118012
20241231,000715,F03,MID,0.0,-0.116547,0.041727
20241231,000719,F03,MID,0.0,-0.008803,0.033451
20241231,000721,F03,MID,0.0,-0.145582,-0.078313
20241231,000723,F03,MID,0.0,-0.068736,0.002217
20241231,000752,F03,MID,0.0,-0.036173,-0.063011
20241231,000757,F03,MID,0.0,0.048257,0.034853
20241231,000759,F03,MID,0.0,-0.379205,-0.413609
20241231,000762,F03,MID,0.0,-0.024651,-0.055814
20241231,000778,F03,MID,0.0,-0.075521,-0.085938
20241231,000783,F03,MID,0.0,-0.060117,-0.048387
20241231,000789,F03,MID,0.0,-0.007984,0.077844
20241231,000792,F03,MID,0.0,0.015188,0.001823
20241231,000798,F03,MID,0.0,-0.075574,-0.040486
20241231,000802,F03,MID,0.0,-0.147186,-0.33189
20241231,000807,F03,MID,0.0,0.203991,0.245381
20241231,000815,F03,MID,0.0,-0.068122,0.091703
20241231,000816,F03,MID,0.0,-0.056291,0.076159
20241231,000848,F03,MID,0.0,-0.052397,-0.022297
20241231,000850,F03,MID,0.0,-0.01937,0.033898
20241231,000852,F03,MID,0.0,-0.075362,-0.010145
20241231,000858,F03,MID,0.0,-0.100971,-0.057412
20241231,000859,F03,MID,0.0,0.007905,0.171937
20241231,000869,F03,MID,0.0,-0.076326,-0.037947
20241231,000876,F03,MID,0.0,-0.04343,0.083519
20241231,000888,F03,MID,0.0,-0.045351,0.123961
20241231,000897,F03,MID,0.0,-0.042194,-0.016878
20241231,000900,F03,MID,0.0,-0.058957,-0.070295
20241231,000913,F03,MID,0.0,0.103276,-0.047751
20241231,000921,F03,MID,0.0,0.057439,-0.044983
20241231,000922,F03,MID,0.0,-0.0124,0.004429
20241231,000923,F03,MID,0.0,0.014388,0.08777
20241231,000927,F03,MID,0.0,-0.026616,-0.026616
20241231,000930,F03,MID,0.0,-0.036036,0.005405
20241231,000948,F03,MID,0.0,0.017932,0.054393
20241231,000950,F03,MID,0.0,-0.042751,-0.037175
20241231,000968,F03,MID,0.0,-0.061654,-0.010526
20241231,000970,F03,MID,0.0,0.083896,0.240116
20241231,000990,F03,MID,0.0,-0.045161,-0.020645
20241231,000997,F03,MID,0.0,0.029073,0.429574
20241231,000998,F03,MID,0.0,-0.064458,-0.078782
20241231,000999,F03,MID,0.0,-0.007668,0.005413
20241231,001205,F03,MID,0.0,-0.075168,-0.04873
20241231,001215,F03,MID,0.0,-0.10691,-0.080834
20241231,001234,F03,MID,0.0,-0.00477,0.082886
20241231,001256,F03,MID,0.0,0.045912,0.786164
20241231,001260,F03,MID,0.0,0.139169,0.085642
20241231,001266,F03,MID,0.0,0.039292,0.021589
20241231,001296,F03,MID,0.0,0.040416,0.014434
20241231,001309,F03,MID,0.0,0.223394,0.452523
20241231,001316,F03,MID,0.0,0.014138,0.103448
20241231,001318,F03,MID,0.0,-0.034301,0.16007
20241231,001322,F03,MID,0.0,-0.064277,0.008653
20241231,001328,F03,MID,0.0,0.062657,0.316436
20241231,001331,F03,MID,0.0,-0.02089,0.187103
20241231,001332,F03,MID,0.0,-0.002864,0.205326
20241231,001337,F03,MID,0.0,0.075192,0.159962
20241231,000019,F03,MID,0.002,-0.019787,0.012177
20241231,000839,F03,MID,0.002,-0.025974,-0.090909
20241231,000728,F03,MID,0.0061,-0.037081,-0.062201
20241231,001226,F03,MID,0.0122,0.058501,0.006216
20241231,000409,F03,MID,0.0143,0.114478,0.291807
20241231,000768,F03,MID,0.0143,-0.086402,-0.173159
20241231,000029,F03,MID,0.0184,-0.086321,-0.003984
20241231,000651,F03,MID,0.0184,-0.039824,-0.0022
20241231,000889,F03,MID,0.0184,-0.065637,-0.030888
20241231,001286,F03,MID,0.0184,-0.009698,0.011853
20241231,000776,F03,MID,0.0204,-0.03578,-0.000617
20241231,000333,F03,MID,0.0224,-0.039218,-0.024727
20241231,000528,F03,HIGH,0.0245,-0.125207,-0.065506
20241231,000905,F03,HIGH,0.0245,-0.027933,0.094972
20241231,001301,F03,HIGH,0.0265,-0.170241,-0.153027
20241231,000151,F03,HIGH,0.0306,-0.04394,0.015592
20241231,000800,F03,HIGH,0.0327,-0.019512,-0.034146
20241231,000049,F03,HIGH,0.0388,0.012761,-0.0302
20241231,000530,F03,HIGH,0.0388,0.013311,-0.076539
20241231,000779,F03,HIGH,0.0388,0.006075,0.114216
20241231,000797,F03,HIGH,0.0388,-0.036101,0.046931
20241231,001212,F03,HIGH,0.0429,-0.042772,1.016681
20241231,000729,F03,HIGH,0.0469,-0.081395,0.063123
20241231,000813,F03,HIGH,0.0469,-0.01278,0.092652
20241231,000707,F03,HIGH,0.049,-0.04607,-0.04336
20241231,000987,F03,HIGH,0.049,-0.066952,-0.07265
20241231,000925,F03,HIGH,0.051,-0.091119,-0.065744
20241231,001222,F03,HIGH,0.0531,0.034112,-0.050537
20241231,000893,F03,HIGH,0.0551,0.000496,0.238095
20241231,000027,F03,HIGH,0.0571,-0.049383,-0.007716
20241231,000985,F03,HIGH,0.0571,0.016043,-0.077005
20241231,000415,F03,HIGH,0.0673,-0.079576,-0.169761
20241231,000561,F03,HIGH,0.0694,-0.09276,-0.105204
20241231,000882,F03,HIGH,0.0694,0.322115,0.076923
20241231,000959,F03,HIGH,0.0714,-0.009836,0.101639
20241231,001201,F03,HIGH,0.0714,-0.085335,-0.048673
20241231,000166,F03,HIGH,0.0735,-0.054206,-0.072897
20241231,000810,F03,HIGH,0.0776,-0.138819,-0.200377
20241231,000025,F03,HIGH,0.0796,-0.01937,0.108354
20241231,000558,F03,HIGH,0.0796,0.0,0.199413
20241231,000989,F03,HIGH,0.0796,0.007538,0.045226
20241231,000983,F03,HIGH,0.0837,-0.118932,-0.145631
20241231,000617,F03,HIGH,0.0857,-0.037736,-0.040639
20241231,000538,F03,HIGH,0.0918,-0.039867,-0.049875
20241231,000920,F03,HIGH,0.0959,-0.03139,0.039238
20241231,000933,F03,HIGH,0.0959,0.046154,0.085799
20241231,001238,F03,HIGH,0.0959,0.122457,0.139475
20241231,000607,F03,HIGH,0.098,0.059299,0.080863
20241231,000758,F03,HIGH,0.098,0.012146,0.016194
20241231,000811,F03,HIGH,0.1,-0.017945,-0.003263
20241231,000035,F03,HIGH,0.102,-0.051335,-0.026694
20241231,000032,F03,HIGH,0.1041,0.005669,0.321429
20241231,000812,F03,HIGH,0.1082,0.026087,-0.01087
20241231,000069,F03,HIGH,0.1143,-0.093633,-0.059925
20241231,000553,F03,HIGH,0.1143,-0.137725,-0.107784
20241231,000598,F03,HIGH,0.1143,-0.064559,-0.064559
20241231,000969,F03,HIGH,0.1143,0.093274,0.195516
20241231,000898,F03,HIGH,0.1184,-0.0375,0.020833
20241231,000543,F03,HIGH,0.1224,-0.092288,-0.02402
20241231,000756,F03,HIGH,0.1245,-0.028644,-0.026735
20241231,000878,F03,HIGH,0.1245,0.049221,0.044299
20241231,000423,F03,HIGH,0.1306,-0.046397,-0.002232
20241231,000786,F03,HIGH,0.1306,-0.032992,-0.023755
20241231,000523,F03,HIGH,0.1388,-0.039344,0.121311
20241231,000899,F03,HIGH,0.1408,-0.057405,0.079219
20241231,000682,F03,HIGH,0.1429,-0.104575,-0.079365
20241231,001323,F03,HIGH,0.1429,-0.076964,-0.149696
20241231,000501,F03,HIGH,0.1449,-0.212237,-0.106119
20241231,001269,F03,HIGH,0.1469,-0.16497,-0.133029
20241231,001289,F03,HIGH,0.1469,0.029917,0.108211
20241231,000573,F03,HIGH,0.149,0.471572,0.498328
20241231,000785,F03,HIGH,0.149,-0.044818,0.168067
20241231,000401,F03,HIGH,0.151,-0.087954,-0.024857
20241231,000679,F03,HIGH,0.1531,-0.010703,-0.042813
20241231,000908,F03,HIGH,0.1571,-0.122699,-0.128834
20241231,000625,F03,HIGH,0.1592,-0.01497,-0.035928
20241231,000755,F03,HIGH,0.1612,-0.06917,-0.01581
20241231,001288,F03,HIGH,0.1653,-0.022259,-0.030115
20241231,000050,F03,HIGH,0.1673,-0.011074,-0.097453
20241231,000739,F03,HIGH,0.1673,-0.066421,-0.053506
20241231,000011,F03,HIGH,0.1694,-0.064073,-0.024027
20241231,000589,F03,HIGH,0.1796,-0.037773,-0.035785
20241231,000096,F03,HIGH,0.1837,-0.039967,0.545677
20241231,000060,F03,HIGH,0.1857,0.012793,0.040512
20241231,000683,F03,HIGH,0.1857,-0.017889,-0.010733
20241231,001282,F03,HIGH,0.1857,0.293333,0.267619
20241231,000949,F03,HIGH,0.1878,0.027431,0.072319
20241231,000411,F03,HIGH,0.1918,-0.019718,0.012207
20241231,000717,F03,HIGH,0.1959,-0.047794,-0.011029
20241231,001223,F03,HIGH,0.1959,0.018692,0.216093
20241231,000860,F03,HIGH,0.198,-0.131484,-0.121212
20241231,000408,F03,HIGH,0.2082,0.182834,0.223945
20241231,001210,F03,HIGH,0.2082,0.005011,0.051539
20241231,000026,F03,HIGH,0.2143,-0.024108,0.058824
20241231,000400,F03,HIGH,0.2143,-0.075917,-0.107882
20241231,001230,F03,HIGH,0.2143,0.052473,0.158625
20241231,001207,F03,HIGH,0.2163,0.112429,0.052089
20241231,000156,F03,HIGH,0.2184,0.019444,0.148611
20241231,000513,F03,HIGH,0.2245,-0.041053,-0.047632
20241231,001319,F03,HIGH,0.2265,0.116899,0.0334
20241231,000338,F03,HIGH,0.2327,0.023358,0.141606
20241231,000534,F03,HIGH,0.2327,0.125874,0.196581
20241231,000818,F03,HIGH,0.2347,0.063874,0.339791
20241231,000031,F03,HIGH,0.2367,-0.111842,-0.118421
20241231,000591,F03,HIGH,0.2367,-0.063025,-0.052521
20241231,000709,F03,HIGH,0.2429,-0.036199,0.0181
20241231,000718,F03,HIGH,0.2429,-0.04661,-0.072034
20241231,000902,F03,HIGH,0.2429,-0.043712,-0.014571
20241231,000678,F03,HIGH,0.2531,0.050691,0.74808
20241231,000600,F03,HIGH,0.2551,-0.068905,0.072438
20241231,000529,F03,HIGH,0.2592,-0.038983,0.042373
20241231,000615,F03,HIGH,0.2592,-0.111111,-0.043928
20241231,000725,F03,HIGH,0.2592,0.034169,-0.052392
20241231,000791,F03,HIGH,0.2612,0.021559,0.140962
20241231,001277,F03,HIGH,0.2612,-0.078246,-0.066783
20241231,000407,F03,HIGH,0.2694,-0.046784,-0.032164
20241231,000581,F03,HIGH,0.2714,-0.042373,0.096928
20241231,000555,F03,HIGH,0.2735,0.023214,0.01875
20241231,000887,F03,HIGH,0.2776,0.130335,0.39939
20241231,000048,F03,HIGH,0.2816,-0.112778,-0.011111
20241231,000951,F03,HIGH,0.2816,0.055948,0.1649
20241231,000063,F03,HIGH,0.2939,0.074257,-0.139604
20241231,000820,F03,HIGH,0.2939,-0.137536,-0.283668
20241231,000981,F03,HIGH,0.2939,0.08,0.005
20241231,000995,F03,HIGH,0.2939,-0.134545,-0.2
20241231,001314,F03,HIGH,0.2959,0.001543,-0.099711
20241231,000883,F03,HIGH,0.298,-0.034137,-0.014056
20241231,000960,F03,HIGH,0.298,0.064148,0.093371
20241231,001287,F03,HIGH,0.298,0.022649,-0.108321
20241231,000988,F03,HIGH,0.302,-0.085912,-0.079908
20241231,000670,F03,HIGH,0.3163,-0.141827,-0.25
20241231,000880,F03,HIGH,0.3163,0.088439,1.121387
20241231,001202,F03,HIGH,0.3184,-0.00216,0.151188
20241231,000429,F03,HIGH,0.3245,-0.14966,-0.064626
20241231,000823,F03,HIGH,0.3245,0.040698,-0.002907
20241231,000915,F03,HIGH,0.3245,-0.017743,0.025195
20241231,000672,F03,HIGH,0.3265,-0.079739,0.069281
20241231,001218,F03,HIGH,0.3306,-0.053976,-0.007545
20241231,000028,F03,HIGH,0.3327,-0.115214,-0.116581
20241231,000100,F03,HIGH,0.3367,0.00994,-0.127237
20241231,000766,F03,HIGH,0.3388,-0.047771,0.16242
20241231,000726,F03,HIGH,0.3408,-0.03681,-0.050613
20241231,000819,F03,HIGH,0.3571,-0.056186,-0.056784
20241231,001308,F03,HIGH,0.3592,-0.107273,-0.189091
20241231,000809,F03,HIGH,0.3612,0.0,0.068627
20241231,000830,F03,HIGH,0.3633,-0.002566,0.037639
20241231,001219,F03,HIGH,0.3653,-0.038602,-0.01311
20241231,000938,F03,HIGH,0.3694,-0.015451,-0.022997
20241231,000977,F03,HIGH,0.3714,0.084811,0.006168
20241231,001283,F03,HIGH,0.3837,0.070997,-0.075661
20241231,000629,F03,HIGH,0.3959,-0.020833,-0.010417
20241231,000533,F03,HIGH,0.402,0.039604,0.029703
20241231,000537,F03,HIGH,0.4041,-0.0625,-0.038377
20241231,000628,F03,HIGH,0.4143,-0.108364,-0.263606
20241231,001213,F03,HIGH,0.4184,-0.033573,-0.016787
20241231,000506,F03,HIGH,0.4224,0.047859,0.433249
20241231,000885,F03,HIGH,0.4224,-0.04958,0.011442
20241231,000610,F03,HIGH,0.4327,-0.126647,0.009517
20241231,000863,F03,HIGH,0.4327,-0.020619,-0.051546
20241231,000703,F03,HIGH,0.4347,-0.031847,-0.039809
20241231,001313,F03,HIGH,0.4408,-0.017162,0.033181
20241231,000936,F03,HIGH,0.4918,-0.068543,-0.130967
20241231,000665,F03,HIGH,0.5041,-0.119565,0.082609
20241231,000909,F03,HIGH,0.5143,-0.010695,-0.003565
20241231,000669,F03,HIGH,0.5163,-0.004739,-0.118483
20241231,001217,F03,HIGH,0.5306,-0.2569,-0.165605
20241231,000967,F03,HIGH,0.5531,-0.050302,0.177062
20241231,000544,F03,HIGH,0.5592,-0.036655,-0.005727
20241231,000609,F03,HIGH,0.602,0.007968,-0.051793
20241231,000034,F03,HIGH,0.6347,0.034237,0.152354
20241231,000895,F03,HIGH,0.6367,-0.032357,0.05547
